Username,Paket Internet,Total Online (detik),Total Kuota (bytes),Nama Paket,Wilayah Pemasaran,Wilayah (Mapping Alamat),Kecepatan,Harga (Rp),Implicit Rating
pws@rt03sevyarw02,ACS Lite 150,0.40741968962618036,6.777666190789474e-05,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.20374373314404412
pws@rusmita,ACS Lite 165,0.48638793556802185,0.08355263157894738,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.28497028357348464
pws@sagazuhriah02,ACS Lite 165,0.4693129611792193,0.060263157894736845,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26478805953697804
pws@salak2erna02,ACS Lite 165,0.45821732672671944,0.06328947368421053,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.260753400205465
pws@sarohlio,ACS Lite 165,0.8132632109498938,0.058618421052631584,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.4359408160012627
pws@sclaundry,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
pws@sitifatimah,ACS Lite 150,0.0,0.0,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.0
pws@sopianlio,ACS Lite 165,0.4658598228372068,0.054276315789473686,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26006806931334026
pws@suparnossb,ACS Lite 165,0.3780779219998272,0.07039473684210527,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22423632942096625
pws@supriyatno,ACS Lite 165,0.9402234788807387,0.07236842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.5062959499666851
pws@suronoazelia6,ACS Lite 165,0.4407712359739744,0.06907894736842106,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2549250916711977
pws@susilawati,ACS Lite 250,0.46208483620313584,0.09407894736842107,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.27808189178577847
pws@susunasional,ACS Lite 150,0.0,0.0,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.0
pws@suwarniaif19_18,ACS Lite 150,0.04042312048797394,0.002712562601447369,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.021567841544710652
pws@tera1carles15,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
pws@tera1devi18,ACS Lite 165,0.4453880848072299,0.03473684210526316,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24006246345624654
pws@tera1marsya12,ACS Home 165,0.0984126660901186,0.0077631578947368425,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.053087911992427725
pws@ukimrumah,ACS Lite 150,0.405734803567309,0.02230263157894737,ACS Lite 150,"PWS, Sudirman, Tigaraksa",,10.0,150000,0.21401871757312818
pws@umingaida,ACS Lite 130,0.4403173683824984,0.0493421052631579,ACS Lite 130,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",6.0,130000,0.24482973682282816
pws@vio2nuriyanti5,ACS Lite 165,0.20984679474634252,0.03921052631578948,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.124528660531066
pws@violaraya_05,ACS Lite 165,0.8727062671720754,0.019473684210526317,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.4460899756913009
pws@wid1fajariah19,ACS Lite 165,0.4989422739463329,0.050855263157894744,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2748987685521138
pws@wid1linda03,ACS Lite 165,0.9912667730109911,0.040065789473684214,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.5156662812423376
pws@widyaai33_3,ACS Lite 150,0.334451625176709,0.054934210526315794,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.1946929178515124
pws@yunusazelia,ACS Lite 165,0.4405814753143043,0.059605263157894744,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25009336923609954
pws@zarwarni,ACS Lite 150,0.9271172150979785,0.04467105263157895,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.48589413386477875
pwsmelati2@anto23,ACS Lite 150,0.49990078052652465,0.0861842105263158,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2930424955264202
refli.sdr@e3no19,ACSPINANG 220,0.4473493093996647,0.06177631578947369,ACSPINANG 220,"Pinang, Pabuaran, Katomas, Leuwihalu","PWS, Sudirman, Tigaraksa",20.0,220000,0.2545628125945692
rivandy@pws,ACS Lite 100,0.44145142236445195,0.027828947368421054,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.2346401848664365
rizkymartha@pws,ACS Lite 165,0.38496937042920754,0.07763157894736843,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.231300474688288
rohaini@pws,ACS Pws 150 7Mbps,0.4413200863947415,0.0425,ACS Pws 150 7Mbps,"PWS, Sudirman, Tigaraksa",,7.0,150000,0.24191004319737075
rohelawatisdr.g6.3,ACSPINANG 165,0.4355890001410392,0.05368421052631579,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.24463660533367748
santy@pws,ACS Lite 130,0.0,0.0,ACS Lite 130,"PWS, Sudirman, Tigaraksa",,6.0,130000,0.0
sastradewi@pws,ACS Lite 150,0.4402140489307803,0.037894736842105266,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.23905439288644278
sdg@khoseiri,ACSPINANG 165,0.17854906416629948,0.02203947368421053,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.100294268925255
sdg@sukyadi,ACSPINANG 220,0.23008312569221298,0.0028448384304605267,ACSPINANG 220,"Pinang, Pabuaran, Katomas, Leuwihalu",,20.0,220000,0.11646398206133675
sdr@a1fitria09,ACS Lite 220,0.43440390142996305,0.1,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.26720195071498154
sdr@a2baso11,ACS Lite 165,0.43962071374607903,0.0743421052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25698140950461845
sdr@a2putri12,ACS Lite 165,0.8777199938992323,0.049802631578947376,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.4637613127390898
sdr@abdiero,ACS Lite 165,0.44088002206334953,0.06578947368421054,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.25333474787378
sdr@agustoto,ACS Lite 165,0.4954779973300941,0.032565789473684215,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2640218934018892
sdr@ahmadd2,ACS Lite 150,0.44796150448428285,0.057960526315789476,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2529610154000362
sdr@ahmadsabari,ACS Lite 165,0.4313129961657003,0.0480921052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23970255071442909
sdr@aka,ACS Lite 100,0.4392845155301709,0.03947368421052632,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.2393790998703486
sdr@amelD4_30,ACS Lite 165,0.42713361501094965,0.06776315789473684,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24744838645284326
sdr@andra,ACS Lite 165,0.4375787879152321,0.09605263157894738,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.26681570974708974
sdr@anggi3_30,ACS Lite 220,0.43437479158443926,0.4980263157894737,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.46620055368695645
sdr@antontimur,ACS Lite 165,0.43181374017508545,0.05940789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24561081745596378
sdr@b10evita05,ACS Lite 165,0.4228385461367818,0.05230263157894737,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23757058885786458
sdr@b10nolan09,ACS Lite 165,0.27953870324794805,0.0026145474812500004,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.14107662536459903
sdr@b3arifin37,ACS Lite 165,0.39882408524018764,0.09407894736842107,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24645151630430434
sdr@b3sumijem11,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
sdr@b3vivi38,ACS Lite 165,0.44019443736818564,0.05848684210526316,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2493406397367244
sdr@b3yuka34,ACS Home 165,0.3051742955417383,0.02927631578947369,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.167225305665606
sdr@b410dita,ACS Lite 165,0.4411234924380001,0.04467105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24289727253478952
sdr@b4dely21,ACS Lite 220,0.4405915885939698,0.08486842105263159,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.26273000482330067
sdr@b4nurjanah08,ACS Lite 165,0.43985359251026906,0.10921052631578948,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2745320594130293
sdr@b4siti06,ACS Lite 165,0.8773541391740347,0.08552631578947369,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.4814402274817542
sdr@b4suharti14,ACS Home 165,0.21191434544120683,0.022434210526315793,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.11717427798376132
sdr@b7agah,ACS Lite 220,0.4409886714867833,0.08486842105263159,ACS Lite 220,"PWS, Sudirman, Tigaraksa",,25.0,220000,0.2629285462697074
sdr@b7bowo,ACS Lite 165,0.4777249548729061,0.11381578947368422,ACS Lite 165,"PWS, Sudirman, Tigaraksa",,15.0,165000,0.29577037217329516
sdr@b7dzaky,ACS Lite 100,0.4781085761704891,0.022763157894736843,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.25043586703261295
sdr@b7elpa38,ACS Lite 165,0.43747171015012476,0.0599342105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24870296033822029
sdr@b7fajar,ACS Lite 100,0.4340416000192425,0.05203947368421053,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.24304053685172652
sdr@b7feby,ACS Lite 50,0.47817383415752,0.029078947368421055,ACS Lite 50,"PWS, Sudirman, Tigaraksa",,1.5,50000,0.25362639076297055
sdr@b7jojo12,ACS Lite 165,0.4410392378851109,0.03546052631578948,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2382498821004502
sdr@b7ninis,ACS Lite 100,0.4410795543378316,0.043618421052631584,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.24234898769523158
sdr@b7rofi,ACS Lite 100,0.4782617786908277,0.03328947368421053,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.2557756261875191
sdr@b7roy,ACS Lite 150,0.4400499814680983,0.10526315789473685,ACS Lite 150,"PWS, Sudirman, Tigaraksa",,10.0,150000,0.2726565696814176
sdr@b7rudi,ACS Lite 100,0.0,0.0,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.0
sdr@b7sadam,ACS Lite 100,0.4391948626725954,0.06644736842105264,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.252821115546824
sdr@b7sayfudin15,ACS Lite 165,0.2183608778982746,2.9238344736842106e-06,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.10918190086637414
sdr@b7tri12,ACS Lite 220,0.4375416831121349,0.12960526315789475,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.28357347313501485
sdr@b7wawan,ACS Lite 100,0.4607242584232686,0.037500000000000006,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.24911212921163428
sdr@b9andi,ACS Lite 150,0.37256919123282517,0.022500000000000003,ACS Lite 150,"PWS, Sudirman, Tigaraksa",,10.0,150000,0.1975345956164126
sdr@b9apit,ACS Lite 100,0.4780045050560931,0.07302631578947369,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.2755154104227834
sdr@b9asep,ACS Lite 100,0.407727666325184,0.019539473684210527,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.21363357000469727
sdr@b9eko,ACS Lite 80,0.4674437127653642,0.0293421052631579,ACS Lite 80,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",2.5,80000,0.24839290901426106
sdr@b9eyengsafa,ACS Lite 50,0.4410683477306347,0.010131578947368422,ACS Lite 50,"PWS, Sudirman, Tigaraksa",,1.5,50000,0.22559996333900156
sdr@b9firlifirziawan,ACS Lite 150,0.43107307910552684,0.039802631578947374,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2354378553422371
sdr@b9ida,ACS Lite 150,0.4408427805943109,0.07828947368421053,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.25956612713926075
sdr@b9rohali,ACS Lite 100,0.47472985243358307,0.03572368421052632,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.2552267683220547
sdr@b9samra07,ACS Lite 165,0.4410461395151529,0.06776315789473684,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2544046487049449
sdr@b9topik,ACS Lite 100 75,0.4375949828292911,0.04802631578947369,ACS Lite 100 75,"PWS, Sudirman, Tigaraksa",,3.0,75000,0.2428106493093824
sdr@c2haryati34,ACS Lite 150,0.3668109084567791,0.013421052631578948,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.19011598054417903
sdr@d1fiky,ACS Lite 80,0.4389707988616273,0.07697368421052632,ACS Lite 80,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",2.5,80000,0.25797224153607684
sdr@d2chika27,ACS Lite 165,0.20949200996240044,0.030263157894736846,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.11987758392856865
sdr@dadand4_38,ACS Lite 165,0.44095559832895814,0.0511842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24606990442763696
sdr@e3singgih12,ACS Lite 220,0.44679307901806065,0.018947368421052633,ACS Lite 220,"PWS, Sudirman, Tigaraksa",,25.0,220000,0.23287022371955665
sdr@edikusyadi,ACS Lite 100,0.3934881002231481,0.06710526315789474,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.23029668169052142
sdr@elisd1014,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
sdr@epinc1212,ACS Lite 165,0.3614890683646772,0.03315789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.19732348155075966
sdr@eyangroy,ACS Lite 100,0.4349242570019428,0.03335526315789474,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.23413976007991877
sdr@f1tuti10,ACS Lite 165,0.17565495785769028,0.014276315789473686,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.09496563682358199
sdr@fany,ACS Lite 150,0.0,0.0,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.0
sdr@farah,ACS Lite 100,0.4390261485679049,0.07105263157894738,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.25503939007342613
sdr@fionac7_8,ACS Lite 165,0.4408559005246878,0.10657894736842106,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.27371742394655446
sdr@g6desi15,ACS Home 165,0.2334183213267748,0.023881578947368424,ACS Home 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,165000,0.12864995013707162
sdr@h2bsandy14,ACS Lite 150,0.43874967336839993,0.07894736842105264,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.25884852089472626
sdr@huda,ACS Lite 100,0.4052339912249532,0.0430921052631579,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.22416304824405553
sdr@indahfebriati,ACS Lite 165,0.44117262384394274,0.05552631578947369,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24834946981670822
sdr@indragunawan,ACS Lite 165,0.4905453818391737,0.0380921052631579,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2643187435511658
sdr@iwanb3_35,ACS Lite 165,0.0,0.0,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.0
sdr@jokosucahyo,ACS Lite 165,0.4410390328861988,0.0986842105263158,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26986162170625727
sdr@kevinb9,ACS Lite 250,0.441238291828798,0.07236842105263158,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2568033564407148
sdr@kusdiarto,ACS Lite 100,0.43715040852183207,0.03440789473684211,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.2357791516293371
sdr@kusman,ACS Lite 100,0.412349640131243,0.04263157894736842,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.2274906095393057
sdr@lorensi,ACS Lite 130,0.4408290456671976,0.04421052631578948,ACS Lite 130,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",6.0,130000,0.24251978599149354
sdr@medi,ACS Lite 100,0.4402492404106975,0.04592105263157895,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.24308514652113825
sdr@phaji,ACS Lite 150,0.44102837294276753,0.06644736842105264,ACS Lite 150,"PWS, Sudirman, Tigaraksa",,10.0,150000,0.2537378706819101
sdr@rommy,ACS Lite 165,0.45040440818727384,0.0325,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24145220409363694
sdr@rudiantosijabat,ACS Lite 165,0.4406654565353106,0.056447368421052635,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2485564124781816
sdr@rudig3,ACS Lite 165,0.44086539880761694,0.020263157894736844,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23056427835117688
sdr@rupianb12_18,ACS Lite 250,0.4410995075652798,0.05907894736842106,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.2500892274668504
sdr@sitisaodah,ACS Lite 220,0.43763933092728385,0.048421052631578955,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24303019177943141
sdr@syaifulanwar,ACS Lite 150,0.4409057152603376,0.04565789473684211,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.24328180499858987
sdr@warungfauzy,ACS Lite 80,0.4457098647663176,0.04190789473684211,ACS Lite 80,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",2.5,80000,0.24380887975157983
sdr@watini,ACS Lite 220,0.4411536956110553,0.13421052631578947,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.2876821109634224
sdr@yeni,ACS Lite 100,0.0,0.0,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.0
sdr@yonob9,ACS Lite 130,0.43192184293475344,0.05230263157894737,ACS Lite 130,"PWS, Sudirman, Tigaraksa",,6.0,130000,0.2421122372568504
sdr@yopi,ACS Lite 80,0.8675737777418193,0.004604333548684211,ACS Lite 80,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",2.5,80000,0.43608905564525174
sdr@zizah,ACS Lite 100,0.431417135613067,0.026776315789473686,ACS Lite 100,"PWS, Sudirman, Tigaraksa",,4.0,100000,0.22909672570127035
sdrd10@arifin16,ACS Lite 165,0.3996810490258998,0.05013157894736842,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2249063139866341
sdrg3@sarah21,ACS Lite 165,0.4411412590103855,0.02592105263157895,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23353115582098222
sodong@dedinengolan,ACSPINANG 165,0.4370399141081891,0.06710526315789474,ACSPINANG 165,"Pinang, Pabuaran, Katomas, Leuwihalu",,10.0,165000,0.25207258863304194
sriyanti@pws,ACS Lite 150,0.44140434094763065,0.036776315789473685,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.23909032836855215
supriatna@pws,ACS Lite 130,0.39248975552103066,0.04506578947368421,ACS Lite 130,"PWS, Sudirman, Tigaraksa",,6.0,130000,0.21877777249735744
tr2@e5agus16,ACS Lite 165,0.43754892640703047,0.04565789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2416034105719363
tr2@e5jay12b,ACS Lite 150,0.4409888081527247,0.07565789473684212,ACS Lite 150,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",10.0,150000,0.2583233514447834
tr2@e5reva17,ACS Lite 165,0.06630956311725172,0.005313981604210527,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.035811772360731124
tr2@e5sunardi12a,ACS Lite 165,0.4374629635298735,0.03322368421052632,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2353433238701999
tr2@e6susanti03,ACS Lite 100,0.0,0.0,ACS Lite 100,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",4.0,100000,0.0
tr2@e6tony02,ACS Lite 165,0.4392441307444795,0.030131578947368422,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23468785484592394
tr2@ea1dio12a,ACS Lite 250,0.44114173734118045,0.03401315789473684,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.23757744761795865
tr2@ea1dipa14,ACS Lite 250,0.4349452352239517,0.045526315789473686,ACS Lite 250,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",35.0,250000,0.24023577550671268
tr2@ea1jansen10,ACS Lite 165,0.4338711775902842,0.013026315789473686,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22344874668987894
tr2@ea2aceng18,ACS Lite 220,0.44096229496008804,0.046118421052631586,ACS Lite 220,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",25.0,220000,0.24354035800635981
tr2@ea2anggun43,ACS Lite 165,0.40680421455896804,0.02940789473684211,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.21810605464790508
tr2@ea2antika46,ACS Lite 165,0.4411705738548214,0.03519736842105264,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23818397113793702
tr2@ea2eny38,ACS Lite 165,0.43845932657584025,0.03552631578947369,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.23699282118265697
tr2@ea2ervan44,ACS Lite 165,0.4356434615186975,0.04763157894736843,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24163752023303295
tr2@ea2haris26,ACS Lite 165,0.4374069304938888,0.016447368421052634,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22692714945747072
tr2@ea2heni20,ACS Lite 165,0.4329531924617253,0.03703947368421053,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.2349963330729679
tr2@ea2herman27,ACS Lite 165,0.4407305095234294,0.07960526315789475,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.26016788634066207
tr2@ea2vendi08,ACS Lite 165,0.4412603633783383,0.01631578947368421,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.22878807642601126
tr2@ea3izzla12a,ACS Lite 165,0.439652625243402,0.05421052631578948,ACS Lite 165,"PWS, Sudirman, Tigaraksa","PWS, Sudirman, Tigaraksa",15.0,165000,0.24693157577959574
